City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,Dyersburg,36.0345,-89.3856,87.3,89,0,4.61,US,2022-07-28 23:14:55
291,Arlit,18.7369,7.3853,90.12,44,100,16.78,NE,2022-07-28 23:14:56
292,Zhanakorgan,43.9098,67.2495,77.52,39,0,4.81,KZ,2022-07-28 23:14:56
293,Rock Sound,24.9,-76.2,81.82,75,4,16.87,BS,2022-07-28 23:14:17
294,Dese,11.1333,39.6333,55.15,85,91,0.96,ET,2022-07-28 23:14:57
295,Necocli,8.4234,-76.786,76.23,92,100,3.44,CO,2022-07-28 23:14:57
296,Hobyo,5.3505,48.5268,75.33,88,77,22.39,SO,2022-07-28 23:14:57
297,Belem De Sao Francisco,-8.7539,-38.9658,74.8,64,3,15.93,BR,2022-07-28 23:14:58
298,Porbandar,21.6422,69.6093,80.78,79,99,8.23,IN,2022-07-28 23:14:58
299,Galle,6.0367,80.217,78.4,86,100,6.87,LK,2022-07-28 23:14:58
300,Conde,-7.2597,-34.9075,74.66,88,0,8.05,BR,2022-07-28 23:14:59
301,Micheweni,-4.9667,39.8333,73.0,85,14,7.9,TZ,2022-07-28 23:14:59
302,Bilma,18.6853,12.9164,84.52,53,100,21.07,NE,2022-07-28 23:14:59
303,Fuente Palmera,37.7049,-5.0996,79.75,48,0,5.57,ES,2022-07-28 23:15:00
304,Itauna,-20.0753,-44.5764,63.39,47,3,1.3,BR,2022-07-28 23:15:00
305,Rawson,-43.3002,-65.1023,49.03,59,4,22.35,AR,2022-07-28 23:15:00
306,Butembo,0.15,29.2833,56.73,97,86,1.12,CD,2022-07-28 23:15:00
307,Zaozerne,45.1582,33.2787,74.39,64,0,5.17,UA,2022-07-28 23:15:01
308,Ardalstangen,61.2371,7.6983,58.39,65,35,0.92,NO,2022-07-28 23:15:01
309,Birao,10.2849,22.7882,69.48,97,99,3.44,CF,2022-07-28 23:15:02
310,Abomey,7.1829,1.9912,70.3,93,100,4.92,BJ,2022-07-28 23:15:03
311,Sasni,27.7167,78.0833,82.72,78,91,2.15,IN,2022-07-28 23:15:03
312,Do Gonbadan,30.3586,50.7981,78.89,94,75,0.0,IR,2022-07-28 23:15:03
313,Rio Grande,-32.035,-52.0986,53.71,87,100,17.45,BR,2022-07-28 23:15:04
314,Llanes,43.4198,-4.7549,67.28,83,84,3.98,ES,2022-07-28 23:15:04
315,Necochea,-38.5473,-58.7368,48.0,80,98,16.22,AR,2022-07-28 23:16:05
316,Inhambane,-23.865,35.3833,62.82,76,0,2.95,MZ,2022-07-28 23:16:05
317,Severodvinsk,64.5635,39.8302,60.91,88,97,3.31,RU,2022-07-28 23:16:06
318,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,73.44,96,32,3.02,BR,2022-07-28 23:16:06
319,Thompson,55.7435,-97.8558,78.96,36,40,2.3,CA,2022-07-28 23:16:07
320,Gat,31.61,34.7642,82.4,75,0,4.74,IL,2022-07-28 23:16:07
321,Terra Rica,-22.7094,-52.6169,73.85,30,51,3.38,BR,2022-07-28 23:16:08
322,Otacilio Costa,-27.4831,-50.1219,63.0,73,100,5.39,BR,2022-07-28 23:16:08
323,Privolzhsk,57.3808,41.2886,63.18,94,82,2.01,RU,2022-07-28 23:16:09
324,Marysville,48.0518,-122.1771,100.09,53,0,12.66,US,2022-07-28 23:16:06
325,Karaton,-6.3424,106.1045,72.72,94,95,2.33,ID,2022-07-28 23:16:09
326,Bubaque,11.2833,-15.8333,79.7,82,40,14.36,GW,2022-07-28 23:16:09
327,Safakulevo,54.9901,62.5442,57.16,89,100,11.61,RU,2022-07-28 23:16:10
328,Skibbereen,51.55,-9.2667,62.11,93,93,5.21,IE,2022-07-28 23:16:10
329,Augustow,53.8432,22.9798,51.89,93,24,5.57,PL,2022-07-28 23:16:10
330,Oksfjord,70.2396,22.3479,50.18,86,48,4.59,NO,2022-07-28 23:16:11
331,Pospelikha,51.95,81.7667,60.71,82,44,9.62,RU,2022-07-28 23:16:11
332,Umm Kaddadah,13.6017,26.6876,82.35,55,100,9.22,SD,2022-07-28 23:16:12
333,Alghero,40.5589,8.3181,69.89,94,0,1.14,IT,2022-07-28 23:16:12
334,Mikhaylov,54.2292,39.0186,64.04,92,100,13.35,RU,2022-07-28 23:16:12
335,Fenoarivo,-18.933,47.4354,57.27,88,100,5.75,MG,2022-07-28 23:16:12
336,Honningsvag,70.9821,25.9704,47.95,81,100,9.22,NO,2022-07-28 23:16:13
337,Marquette,46.5333,-87.6335,67.44,60,46,10.85,US,2022-07-28 23:16:13
338,Harper,4.375,-7.7169,74.97,77,100,9.24,LR,2022-07-28 23:14:08
339,Pontes E Lacerda,-15.2261,-59.3353,77.49,31,8,3.09,BR,2022-07-28 23:15:16
340,Medea,36.2642,2.7539,75.13,54,0,3.71,DZ,2022-07-28 23:16:14
341,Bereznik,62.8551,42.7072,64.45,98,100,6.04,RU,2022-07-28 23:16:14
342,General Roca,-39.0333,-67.5833,56.62,46,2,11.99,AR,2022-07-28 23:16:15
343,Kralendijk,12.15,-68.2667,80.58,83,40,11.5,BQ,2022-07-28 23:16:15
344,Muzhi,65.3667,64.6667,59.92,61,60,6.46,RU,2022-07-28 23:16:15
345,Husavik,66.0449,-17.3389,49.84,84,30,3.71,IS,2022-07-28 23:16:16
346,Camacupa,-12.0167,17.4833,58.86,26,100,1.74,AO,2022-07-28 23:16:16
347,Huancabamba,-5.2386,-79.4506,62.8,73,17,2.24,PE,2022-07-28 23:16:17
348,Ariquemes,-9.9133,-63.0408,79.39,38,1,0.54,BR,2022-07-28 23:16:17
349,Bereda,43.2686,-7.5406,61.14,100,17,0.83,ES,2022-07-28 23:16:17
350,Lipin Bor,60.2622,37.9763,60.55,96,100,6.93,RU,2022-07-28 23:16:18
351,Vidalia,32.2177,-82.4135,89.71,55,0,9.22,US,2022-07-28 23:16:18
352,Usinsk,65.9939,57.5281,59.52,66,55,12.01,RU,2022-07-28 23:16:18
353,Abu Samrah,35.3029,37.1841,81.64,29,0,6.06,SY,2022-07-28 23:16:19
354,Tanda,26.55,82.65,82.67,76,74,2.15,IN,2022-07-28 23:16:19
355,Aksarka,66.5606,67.7975,59.95,70,65,7.7,RU,2022-07-28 23:16:19
356,Warri,5.5167,5.75,73.06,96,100,4.7,NG,2022-07-28 23:16:20
357,Kilindoni,-7.9139,39.6668,74.53,82,19,14.03,TZ,2022-07-28 23:16:20
358,Kankon,15.0167,74.0167,78.6,92,76,7.05,IN,2022-07-28 23:16:20
359,Verkhniye Tatyshly,56.2912,55.8575,55.36,84,46,6.49,RU,2022-07-28 23:16:21
360,Klaksvik,62.2266,-6.589,52.72,92,92,15.14,FO,2022-07-28 23:16:21
361,Rio Gallegos,-51.6226,-69.2181,41.05,81,0,27.63,AR,2022-07-28 23:17:22
362,Tambopata,-12.7333,-69.1833,79.23,55,26,2.44,PE,2022-07-28 23:17:22
363,Japura,-0.3167,102.35,74.25,96,95,2.44,ID,2022-07-28 23:17:22
364,Montecristo,8.2971,-74.4733,78.13,90,78,1.5,CO,2022-07-28 23:16:12
365,Banda Aceh,5.5577,95.3222,77.77,84,99,13.2,ID,2022-07-28 23:17:23
366,Podor,16.6527,-14.9587,83.48,61,83,19.44,MR,2022-07-28 23:17:23
367,Tuma,55.148,40.5537,63.77,97,100,2.28,RU,2022-07-28 23:17:24
368,Roald,62.5833,6.1333,57.76,87,0,12.66,NO,2022-07-28 23:17:24
369,Brest,52.1,23.7,56.75,74,33,2.19,BY,2022-07-28 23:17:24
370,Ancud,-41.8697,-73.8203,45.23,78,100,4.59,CL,2022-07-28 23:17:25
371,Leshukonskoye,64.8989,45.7622,62.11,98,84,1.68,RU,2022-07-28 23:17:25
372,Kalangala,-0.3089,32.225,69.15,72,72,10.13,UG,2022-07-28 23:17:26
373,Havoysund,70.9963,24.6622,48.43,84,82,13.02,NO,2022-07-28 23:17:26
374,Jalu,29.0331,21.5482,85.44,40,0,16.28,LY,2022-07-28 23:17:26
375,Viedma,-40.8135,-62.9967,47.28,55,24,9.64,AR,2022-07-28 23:12:50
376,Comodoro Rivadavia,-45.8667,-67.5,51.66,43,0,23.02,AR,2022-07-28 23:17:27
377,Springbok,-29.6643,17.8865,44.4,84,77,7.38,ZA,2022-07-28 23:17:27
378,Ostrovnoy,68.0531,39.5131,50.47,89,85,14.09,RU,2022-07-28 23:17:28
379,Yertsevo,60.7966,40.086,62.17,99,100,4.94,RU,2022-07-28 23:17:28
380,Sipoo,60.3775,25.2691,55.81,82,0,6.91,FI,2022-07-28 23:17:28
381,Colquechaca,-18.6667,-66.0167,41.63,20,80,4.03,BO,2022-07-28 23:17:29
382,Piacabucu,-10.4056,-36.4344,72.64,90,29,9.64,BR,2022-07-28 23:17:29
383,Raga,8.4596,25.678,67.1,98,100,3.67,SS,2022-07-28 23:17:30
384,Syracuse,37.0881,15.2792,80.19,73,0,2.91,IT,2022-07-28 23:17:30
385,Laje,-10.1833,-40.9667,71.35,56,30,9.4,BR,2022-07-28 23:17:30
386,Antalaha,-14.9003,50.2788,67.68,83,42,7.25,MG,2022-07-28 23:17:31
387,Vallenar,-28.5708,-70.7581,64.65,47,91,2.51,CL,2022-07-28 23:17:31
388,Fomboni,-12.28,43.7425,75.94,77,67,16.11,KM,2022-07-28 23:17:31
389,Marawi,7.9986,124.2928,71.78,89,100,3.76,PH,2022-07-28 23:17:32
390,Oranjemund,-28.55,16.4333,56.26,77,69,8.23,NA,2022-07-28 23:17:32
391,Marystown,47.1666,-55.1483,64.85,100,67,3.0,CA,2022-07-28 23:13:49
392,Ugoofaaru,5.6667,73.0,81.37,79,82,16.98,MV,2022-07-28 23:17:33
393,Kalemie,-5.9475,29.1947,72.55,52,51,1.28,CD,2022-07-28 23:17:33
394,Takoradi,4.8845,-1.7554,75.13,79,82,11.03,GH,2022-07-28 23:12:50
395,Pisco,-13.7,-76.2167,60.85,82,0,16.11,PE,2022-07-28 23:17:33
396,Salvador,13.8333,-88.9167,78.04,89,100,1.79,SV,2022-07-28 23:17:34
397,Picota,-6.9197,-76.3304,82.89,70,36,1.7,PE,2022-07-28 23:17:34
398,Eenhana,-17.4667,16.3333,59.95,32,61,6.22,NA,2022-07-28 23:17:35
399,Pasinler,39.9803,41.6764,49.19,47,0,3.94,TR,2022-07-28 23:17:35
400,Mikhaylovka,50.06,43.2379,69.71,55,83,2.39,RU,2022-07-28 23:17:35
401,Monte Alegre,-2.0078,-54.0692,79.83,70,74,2.77,BR,2022-07-28 23:17:36
402,Ustye,59.6304,39.736,62.71,99,100,3.71,RU,2022-07-28 23:17:36
403,Atasu,48.6814,71.6433,66.61,71,72,6.04,KZ,2022-07-28 23:17:37
404,Benguela,-12.5763,13.4055,67.57,88,30,2.93,AO,2022-07-28 23:17:37
405,Santa Rosa,14.3122,121.1114,82.11,90,99,4.7,PH,2022-07-28 23:17:37
406,Novyy Urengoy,66.0833,76.6333,58.53,81,33,5.03,RU,2022-07-28 23:18:38
407,Puerto Colombia,10.9878,-74.9547,80.69,86,100,4.65,CO,2022-07-28 23:18:38
408,Pucallpa,-8.3791,-74.5539,86.04,62,20,3.44,PE,2022-07-28 23:18:39
409,Krasnaya Gora,52.9995,31.6023,56.32,83,41,2.46,RU,2022-07-28 23:18:39
410,Vereshchagino,58.0789,54.6557,54.43,80,5,1.59,RU,2022-07-28 23:18:40
411,Saryozek,44.3583,77.9753,71.92,52,57,4.72,KZ,2022-07-28 23:18:40
412,Tukrah,32.5341,20.5791,78.67,79,0,5.28,LY,2022-07-28 23:18:40
413,Uporovo,56.3109,66.2693,57.29,86,95,11.56,RU,2022-07-28 23:18:41
414,Ibotirama,-12.1853,-43.2206,76.64,37,9,3.91,BR,2022-07-28 23:18:30
415,Tabuk,17.4189,121.4443,77.05,89,100,1.54,PH,2022-07-28 23:18:41
416,Abha,18.2164,42.5053,69.62,52,0,0.0,SA,2022-07-28 23:18:41
417,Matagami,49.7502,-77.6328,64.51,77,40,3.44,CA,2022-07-28 23:17:35
418,Hazorasp,41.3194,61.0742,76.84,33,1,9.6,UZ,2022-07-28 23:18:42
419,Susangerd,31.5608,48.1831,92.21,52,37,12.08,IR,2022-07-28 23:18:42
420,Sambava,-14.2667,50.1667,67.33,87,41,9.33,MG,2022-07-28 23:18:42
421,Havre-Saint-Pierre,50.2334,-63.5986,61.16,88,20,13.8,CA,2022-07-28 23:18:43
422,Pimentel,-6.8367,-79.9342,62.89,77,0,19.57,PE,2022-07-28 23:18:43
423,Qiryat Shemona,33.2073,35.5721,78.51,58,0,3.29,IL,2022-07-28 23:18:43
424,Shache,38.4167,77.2406,81.72,20,92,9.19,CN,2022-07-28 23:18:44
425,Gorahun,7.4661,-11.2375,70.54,90,93,2.73,SL,2022-07-28 23:18:44
426,Tekanto,21.0167,-89.1,72.41,98,98,6.78,MX,2022-07-28 23:18:44
427,Beliu,46.4833,21.9833,68.99,54,32,6.04,RO,2022-07-28 23:18:45
428,Odweyne,9.4092,45.064,73.45,48,4,16.91,SO,2022-07-28 23:18:45
429,Sherghati,24.5667,84.7833,80.22,75,82,4.88,IN,2022-07-28 23:18:46
430,Ullapool,57.8987,-5.1604,59.34,83,75,1.25,GB,2022-07-28 23:16:49
431,Belmonte,-15.8631,-38.8828,70.68,80,0,7.27,BR,2022-07-28 23:18:46
432,Hovin,63.1055,10.225,49.24,83,90,2.57,NO,2022-07-28 23:18:47
433,Mabaruma,8.2,-59.7833,77.02,86,12,3.96,GY,2022-07-28 23:18:47
434,Los Rastrojos,10.0259,-69.2417,77.36,100,73,10.36,VE,2022-07-28 23:18:48
435,Santa Maria,-29.6842,-53.8069,55.47,95,100,10.0,BR,2022-07-28 23:18:48
436,Nizwa,22.9333,57.5333,78.19,77,95,4.99,OM,2022-07-28 23:18:48
437,Piet Retief,-27.0071,30.8132,45.97,94,29,3.56,ZA,2022-07-28 23:18:49
438,Tacuarembo,-31.7333,-55.9833,48.69,84,22,7.63,UY,2022-07-28 23:18:49
439,Talnakh,69.4865,88.3972,51.21,68,0,7.16,RU,2022-07-28 23:18:49
440,Mogadishu,2.0371,45.3438,75.67,84,44,16.8,SO,2022-07-28 23:18:50
441,Grand Gaube,-20.0064,57.6608,70.38,73,1,5.01,MU,2022-07-28 23:18:50
442,Regente Feijo,-22.2214,-51.3028,78.08,34,0,0.0,BR,2022-07-28 23:18:50
443,La Asuncion,11.0333,-63.8628,69.53,100,5,13.8,VE,2022-07-28 23:18:51
444,Velyka Oleksandrivka,47.3197,33.3037,69.13,67,26,9.37,UA,2022-07-28 23:18:51
445,Saint-Francois,46.4154,3.9054,63.84,72,0,3.44,FR,2022-07-28 23:15:37
446,Iracoubo,5.4802,-53.2011,77.38,88,81,6.42,GF,2022-07-28 23:18:52
447,Foumban,5.7291,10.9001,62.46,96,100,1.63,CM,2022-07-28 23:18:52
448,San Jose,37.3394,-121.895,91.9,50,40,13.8,US,2022-07-28 23:14:22
449,Rehoboth,-23.3167,17.0833,55.31,31,8,9.84,NA,2022-07-28 23:17:38
450,Naryan-Mar,67.6713,53.087,63.82,96,99,4.65,RU,2022-07-28 23:18:53
451,Agidel,55.9077,53.9355,56.3,83,44,5.12,RU,2022-07-28 23:18:53
452,Chicama,-7.8447,-79.1469,59.54,75,69,8.14,PE,2022-07-28 23:18:54
453,Nalut,30.3333,10.85,89.98,20,74,13.8,LY,2022-07-28 23:19:54
454,Mana,5.6592,-53.7767,78.22,84,61,5.95,GF,2022-07-28 23:19:55
455,Pitimbu,-7.4706,-34.8086,75.79,83,9,9.17,BR,2022-07-28 23:19:55
456,Gasa,31.5,34.4667,79.38,76,0,6.24,PS,2022-07-28 23:19:55
457,Coalville,52.7167,-1.3667,63.66,59,0,9.22,GB,2022-07-28 23:19:56
458,Garowe,8.4054,48.4845,75.6,55,10,20.51,SO,2022-07-28 23:19:56
459,Alpena,45.0617,-83.4327,74.1,52,20,10.36,US,2022-07-28 23:19:56
460,Omboue,-1.5746,9.2618,71.02,86,79,6.24,GA,2022-07-28 23:19:57
461,Sept-Iles,50.2001,-66.3821,63.05,89,20,14.97,CA,2022-07-28 23:15:31
462,Mpanda,-6.3655,31.0409,67.33,53,45,1.34,TZ,2022-07-28 23:19:57
463,Atar,20.5169,-13.0499,96.82,26,0,7.29,MR,2022-07-28 23:19:57
464,Oistins,13.0667,-59.5333,80.69,74,20,14.97,BB,2022-07-28 23:19:58
465,Yarkovo,57.4028,67.0786,53.49,93,55,7.94,RU,2022-07-28 23:19:58
466,Hollins,37.3413,-79.9431,84.96,76,75,5.75,US,2022-07-28 23:19:58
467,Ginda,30.6945,78.4932,66.34,95,100,1.41,IN,2022-07-28 23:19:59
468,Escanaba,45.7453,-87.0646,70.25,68,40,4.61,US,2022-07-28 23:19:59
469,Abonnema,4.7084,6.7931,73.02,94,100,4.07,NG,2022-07-28 23:19:59
470,Nara,34.6851,135.8049,87.49,49,22,4.9,JP,2022-07-28 23:20:00
471,Togur,58.3631,82.8265,60.64,88,96,8.23,RU,2022-07-28 23:20:00
472,Rovaniemi,66.5,25.7167,53.01,82,100,10.36,FI,2022-07-28 23:20:01
473,Teguldet,57.3064,88.1667,57.24,89,39,1.81,RU,2022-07-28 23:20:01
474,Yukamenskoye,57.8865,52.2416,62.96,67,99,2.8,RU,2022-07-28 23:20:01
475,Kamenka,51.3223,42.7678,69.37,66,72,2.71,RU,2022-07-28 23:20:02
476,Araripe,-7.2125,-40.0461,72.03,45,1,9.51,BR,2022-07-28 23:20:02
477,Moose Factory,51.2585,-80.6094,64.4,94,0,8.05,CA,2022-07-28 23:20:02
478,Harnoli,32.2792,71.5539,87.98,67,99,9.64,PK,2022-07-28 23:20:03
479,Coelho Neto,-4.2567,-43.0128,79.14,58,32,3.38,BR,2022-07-28 23:20:03
480,Lagos,6.5833,3.75,74.91,86,100,5.91,NG,2022-07-28 23:19:56
481,Havelock,34.8791,-76.9013,89.56,83,96,7.0,US,2022-07-28 23:18:40
482,Tanhacu,-14.0214,-41.2481,69.78,63,2,4.9,BR,2022-07-28 23:20:04
483,Mwanza,-2.5167,32.9,73.51,64,66,1.39,TZ,2022-07-28 23:20:04
484,Vigeland,58.0844,7.305,55.94,76,3,5.39,NO,2022-07-28 23:20:05
485,Tanout,14.9709,8.8879,80.13,57,97,9.22,NE,2022-07-28 23:20:05
486,Sisimiut,66.9395,-53.6735,44.67,75,99,4.47,GL,2022-07-28 23:20:06
487,Cavalcante,-13.7975,-47.4583,67.44,37,2,2.98,BR,2022-07-28 23:20:06
488,Tchollire,8.4022,14.1698,69.37,97,99,3.49,CM,2022-07-28 23:20:06
489,Iquitos,-3.7481,-73.2472,78.84,83,20,4.61,PE,2022-07-28 23:20:07
490,Shajapur,23.4333,76.2667,75.76,89,100,6.96,IN,2022-07-28 23:20:07
491,Barrancas,10.9576,-72.7877,76.5,90,99,1.19,CO,2022-07-28 23:20:07
492,Keetmanshoop,-26.5833,18.1333,51.64,30,54,5.97,NA,2022-07-28 23:20:08
493,Oranjestad,12.524,-70.027,82.35,78,20,19.57,AW,2022-07-28 23:19:20
494,Kulhudhuffushi,6.6221,73.07,79.84,82,100,20.13,MV,2022-07-28 23:20:08
495,West Bay,19.3667,-81.4167,85.06,74,40,4.61,KY,2022-07-28 23:20:09
496,Radovitskiy,55.1282,39.7956,61.65,96,99,4.09,RU,2022-07-28 23:20:09
497,Orasac,44.6289,16.0711,64.53,73,1,2.26,BA,2022-07-28 23:20:09
498,Luba,3.4568,8.5547,76.23,86,100,9.86,GQ,2022-07-28 23:21:10
499,Hofn,64.2539,-15.2082,51.75,92,100,1.25,IS,2022-07-28 23:20:39
500,Kokkola,63.8385,23.1307,59.94,80,0,4.61,FI,2022-07-28 23:16:29
501,Jumla,29.2747,82.1838,62.65,98,100,1.16,NP,2022-07-28 23:21:11
502,Hilton Head Island,32.2163,-80.7526,87.91,80,0,8.05,US,2022-07-28 23:19:13
503,Coro,11.4045,-69.6734,80.8,77,100,16.69,VE,2022-07-28 23:21:11
504,Le Robert,14.6775,-60.9392,80.65,39,20,8.05,MQ,2022-07-28 23:21:11
505,Andenes,69.3143,16.1194,48.18,93,75,4.61,NO,2022-07-28 23:18:05
506,Garautha,25.5667,79.3,82.74,73,93,6.58,IN,2022-07-28 23:21:12
507,Letterkenny,54.95,-7.7333,52.95,92,52,2.15,IE,2022-07-28 23:21:12
508,Jawhar,2.7809,45.5005,72.66,87,9,11.79,SO,2022-07-28 23:21:13
509,Leeuwarden,53.2014,5.8086,59.99,79,100,6.91,NL,2022-07-28 23:21:13
510,Sydney Mines,46.2367,-60.2177,69.12,75,75,6.91,CA,2022-07-28 23:21:13
511,Araruama,-22.8728,-42.3431,73.45,67,14,11.77,BR,2022-07-28 23:21:14
512,Exeter,50.7236,-3.5275,59.18,93,0,2.3,GB,2022-07-28 23:17:45
513,Conceicao Do Araguaia,-8.2578,-49.2647,80.74,29,3,2.46,BR,2022-07-28 23:21:14
514,Sao Jose Da Coroa Grande,-8.8978,-35.1478,74.48,85,10,4.27,BR,2022-07-28 23:21:14
515,Campi Salentina,40.3994,18.0186,78.12,77,0,6.91,IT,2022-07-28 23:21:15
516,Pridonskoy,51.6841,39.0727,68.56,83,0,4.47,RU,2022-07-28 23:21:15
517,Villazon,-22.0866,-65.5942,55.35,22,54,16.4,BO,2022-07-28 23:21:15
518,Samana,19.2056,-69.3369,80.56,81,7,9.53,DO,2022-07-28 23:21:16
519,Boa Vista,2.8197,-60.6733,78.78,78,40,3.44,BR,2022-07-28 23:21:16
520,Bardiyah,31.7561,25.0865,77.49,82,0,9.98,LY,2022-07-28 23:21:17
521,Manjacaze,-24.7117,33.8828,55.35,88,0,4.07,MZ,2022-07-28 23:21:17
522,Verkhnyaya Inta,65.9811,60.3094,58.51,61,53,7.76,RU,2022-07-28 23:21:17
523,Calvinia,-31.4707,19.776,45.14,82,36,10.0,ZA,2022-07-28 23:21:18
524,Agirish,61.9247,63.0231,56.01,67,0,1.12,RU,2022-07-28 23:21:18
525,Walvis Bay,-22.9575,14.5053,50.09,87,15,3.44,NA,2022-07-28 23:21:18
526,Cozumel,20.5083,-86.9458,89.67,75,40,11.5,MX,2022-07-28 23:21:19
527,Pasni,25.2631,63.471,81.28,77,100,8.1,PK,2022-07-28 23:21:19
528,Gazojak,41.1875,61.4036,80.33,33,0,10.07,TM,2022-07-28 23:21:20
529,Badvel,14.75,79.05,81.28,74,82,4.56,IN,2022-07-28 23:21:20
530,Bekovo,52.4663,43.712,67.6,76,62,4.25,RU,2022-07-28 23:21:20
531,Staroye Drozhzhanoye,54.7266,47.5677,61.02,82,83,6.62,RU,2022-07-28 23:21:21
532,Varberg,57.1056,12.2508,54.93,91,18,3.44,SE,2022-07-28 23:21:21
533,Grand-Santi,4.25,-54.3833,73.44,98,100,2.15,GF,2022-07-28 23:21:21
534,Biltine,14.5333,20.9167,80.82,65,19,13.67,TD,2022-07-28 23:21:22
535,Kayes,14.0,-11.0,79.97,76,71,10.58,ML,2022-07-28 23:21:22
536,Winneba,5.3511,-0.6231,74.79,83,94,14.9,GH,2022-07-28 23:21:23
537,Gornopravdinsk,60.05,69.9,56.5,77,100,6.38,RU,2022-07-28 23:21:23
538,Toamasina,-18.1667,49.3833,66.2,88,75,2.3,MG,2022-07-28 23:21:23
539,Channel-Port Aux Basques,47.5702,-59.1367,64.63,82,51,4.12,CA,2022-07-28 23:21:23
540,Keti Bandar,24.1447,67.4497,81.36,78,48,16.4,PK,2022-07-28 23:21:24
541,Miracema Do Tocantins,-9.5618,-48.3967,79.14,32,3,2.84,BR,2022-07-28 23:21:24
542,Mokrousovo,55.8103,66.7653,58.5,86,100,13.56,RU,2022-07-28 23:21:25
543,Begowal,31.6167,75.5167,77.43,95,90,6.78,IN,2022-07-28 23:21:25
544,Amargosa,-13.0303,-39.6047,62.22,97,42,3.58,BR,2022-07-28 23:21:25
545,Newport News,36.9788,-76.428,93.97,58,75,13.8,US,2022-07-28 23:22:25
546,Kembe,4.6228,21.8865,68.31,98,100,0.54,CF,2022-07-28 23:22:26
547,Dharchula,29.85,80.5333,71.71,95,97,0.56,IN,2022-07-28 23:22:05
548,Wilmington,34.2257,-77.9447,89.51,69,0,14.97,US,2022-07-28 23:21:57
549,Aiken,33.5835,-81.5998,94.1,59,40,6.91,US,2022-07-28 23:22:26
550,Pafos,34.7667,32.4167,76.78,73,0,4.61,CY,2022-07-28 23:22:27
551,Buchanan,5.8808,-10.0467,73.94,75,61,7.83,LR,2022-07-28 23:22:27
552,Colares,38.7992,-9.4469,69.3,75,20,25.32,PT,2022-07-28 23:22:28
553,Kodinar,20.7903,70.7031,79.5,83,85,9.37,IN,2022-07-28 23:22:28
554,Valparaiso,-33.0393,-71.6273,58.64,72,0,2.3,CL,2022-07-28 23:22:28
555,Herat,34.5,62.0,77.22,27,55,16.78,AF,2022-07-28 23:22:29
556,Sikasso,10.9167,-7.0,76.57,82,95,5.99,ML,2022-07-28 23:22:29
557,Alberton,46.8168,-64.0654,71.73,80,52,10.63,CA,2022-07-28 23:22:29
558,Korla,41.7597,86.1469,85.42,26,99,23.13,CN,2022-07-28 23:22:29
559,Danielskuil,-28.1887,23.5395,57.65,40,56,21.47,ZA,2022-07-28 23:22:30
560,Columbus,39.9612,-82.9988,85.42,58,75,10.36,US,2022-07-28 23:21:00
561,Iralaya,15.0,-83.2333,81.7,76,34,7.87,HN,2022-07-28 23:22:30
562,Teaca,46.9167,24.5167,67.05,85,89,2.19,RO,2022-07-28 23:22:31
563,Lasa,46.6166,10.7002,63.48,91,99,3.02,IT,2022-07-28 23:22:31
564,Pizarro,4.9533,-77.366,77.4,86,77,5.19,CO,2022-07-28 23:22:31
565,Kedrovoye,57.1576,60.5698,56.64,92,90,5.14,RU,2022-07-28 23:22:32
566,Wamba,8.9333,8.6,70.45,98,100,2.93,NG,2022-07-28 23:22:32
567,Norwich,52.6278,1.2983,62.92,77,100,3.44,GB,2022-07-28 23:22:33
568,Corrientes,-27.4806,-58.8341,56.01,86,100,12.66,AR,2022-07-28 23:17:55
569,Luau,-10.7073,22.2247,61.48,33,86,5.5,AO,2022-07-28 23:22:33
570,Barwadih,23.8333,84.1167,78.03,78,90,3.09,IN,2022-07-28 23:22:34
571,Paoua,7.2427,16.4406,67.48,98,99,4.97,CF,2022-07-28 23:22:34
572,Hettstedt,51.65,11.5,62.96,60,99,3.89,DE,2022-07-28 23:22:34
573,Diffa,13.3154,12.6113,80.33,65,30,6.29,NE,2022-07-28 23:22:34
574,Jamame,0.0722,42.7506,74.03,76,73,11.99,SO,2022-07-28 23:22:35
575,Cap Malheureux,-19.9842,57.6142,70.47,73,1,5.01,MU,2022-07-28 23:22:35
576,Alexandria,31.2156,29.9553,79.84,68,0,6.69,EG,2022-07-28 23:19:20
577,Ascension,30.2169,-90.9001,85.1,79,0,3.44,US,2022-07-28 23:22:36
578,Canavieiras,-15.675,-38.9472,69.35,83,1,5.3,BR,2022-07-28 23:22:36
579,Quelimane,-17.8786,36.8883,62.55,94,20,4.61,MZ,2022-07-28 23:22:36
580,Tammisaari,59.9736,23.4339,52.29,88,68,9.84,FI,2022-07-28 23:22:37
581,Quixada,-4.9714,-39.0153,75.96,67,68,7.07,BR,2022-07-28 23:22:37
582,Jackson,42.4165,-122.8345,111.74,17,0,6.91,US,2022-07-28 23:22:21
583,Jadu,31.953,12.0261,80.29,31,0,9.06,LY,2022-07-28 23:22:38
584,Mandera,3.9366,41.867,76.21,56,6,16.91,KE,2022-07-28 23:22:38
585,North Myrtle Beach,33.816,-78.68,92.35,84,0,23.02,US,2022-07-28 23:18:16
586,Durazno,-33.4131,-56.5006,49.59,69,0,14.16,UY,2022-07-28 23:22:39
